BioGRID ID,Experimental System Type,Author,Publication Source,Qualifications,Organism
2443511,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: cnb1-delta (GI score = -0.114727, p-value = 0.0405; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443512,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: cnb1-delta (GI score = -0.114727, p-value = 0.0405; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443513,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: msc1-delta (GI score = -0.169456, p-value = 0.0270; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443514,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: msc1-delta (GI score = -0.169456, p-value = 0.0270; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443515,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: rna1-1 (GI score = -0.118448, p-value = 0.00530; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443516,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: rna1-1 (GI score = -0.118448, p-value = 0.00530; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443517,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: scs7-delta (GI score = -0.095839, p-value = 0.00133; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443518,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: scs7-delta (GI score = -0.095839, p-value = 0.00133; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443519,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: srv2-2 (GI score = -0.406456, p-value = 0.00216; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443520,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: srv2-2 (GI score = -0.406456, p-value = 0.00216; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443521,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: hub1-delta (GI score = -0.129317, p-value = 0.0313; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443522,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: hub1-delta (GI score = -0.129317, p-value = 0.0313; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443523,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: pfa4-delta (GI score = -0.085223, p-value = 0.0335; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443524,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: sec16-2+sec72-delta; Array allele name: pfa4-delta (GI score = -0.085223, p-value = 0.0335; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443525,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: she1-delta (GI score = -0.159832, p-value = 0.0331; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443526,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: she1-delta (GI score = -0.159832, p-value = 0.0331; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443527,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rps6b-delta (GI score = -0.232892, p-value = 0.0000142; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443528,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rps6b-delta (GI score = -0.232892, p-value = 0.0000142; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443529,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: mix14-delta (GI score = -0.443067, p-value = 0.00855; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443530,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: mix14-delta (GI score = -0.443067, p-value = 0.00855; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443531,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: aro1-delta (GI score = -0.10105, p-value = 0.00285; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443532,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: aro1-delta (GI score = -0.10105, p-value = 0.00285; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443533,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: YDR404C-PH (GI score = -0.182706, p-value = 0.0406; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443534,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: YDR404C-PH (GI score = -0.182706, p-value = 0.0406; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443535,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: blm10-delta (GI score = -0.267958, p-value = 0.0497; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443536,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: blm10-delta (GI score = -0.267958, p-value = 0.0497; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443537,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: vam7-delta (GI score = -0.19796, p-value = 0.000534; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443538,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: vam7-delta (GI score = -0.19796, p-value = 0.000534; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443539,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: yhc3-delta (GI score = -0.309414, p-value = 0.0475; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443540,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: yhc3-delta (GI score = -0.309414, p-value = 0.0475; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443541,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: asf1-delta (GI score = -0.120046, p-value = 0.0000475; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443542,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: asf1-delta (GI score = -0.120046, p-value = 0.0000475; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443543,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: ssa2-delta (GI score = -0.163746, p-value = 0.0379; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443544,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: ssa2-delta (GI score = -0.163746, p-value = 0.0379; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443545,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: vps13-delta (GI score = -0.43932, p-value = 0.000120; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443546,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: vps13-delta (GI score = -0.43932, p-value = 0.000120; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443547,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: pom34-delta (GI score = -0.446458, p-value = 0.00159; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443548,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: pom34-delta (GI score = -0.446458, p-value = 0.00159; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443549,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: nup2-delta (GI score = -0.379318, p-value = 0.00282; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443550,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: nup2-delta (GI score = -0.379318, p-value = 0.00282; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443551,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: fbp1-delta (GI score = -0.120323, p-value = 0.00922; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443552,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: fbp1-delta (GI score = -0.120323, p-value = 0.00922; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443553,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: cog8-delta (GI score = -0.317054, p-value = 0.0103; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443554,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: cog8-delta (GI score = -0.317054, p-value = 0.0103; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443555,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rps16a-delta (GI score = -0.258111, p-value = 0.0389; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443556,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rps16a-delta (GI score = -0.258111, p-value = 0.0389; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443557,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rna1-1 (GI score = -0.213107, p-value = 0.0357; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443558,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: rna1-1 (GI score = -0.213107, p-value = 0.0357; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443559,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: hst3-delta (GI score = -0.305098, p-value = 0.0189; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443560,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: hst3-delta (GI score = -0.305098, p-value = 0.0189; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443561,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: sas5-delta (GI score = -0.446355, p-value = 0.0218; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443562,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: cdc60-ts+gph1-delta; Array allele name: sas5-delta (GI score = -0.446355, p-value = 0.0218; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443563,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: swr1-delta (GI score = -0.108977, p-value = 0.000705; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443564,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: swr1-delta (GI score = -0.108977, p-value = 0.000705; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443565,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: rsp5-sm1 (GI score = -0.106335, p-value = 1.16E-7; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443566,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: rsp5-sm1 (GI score = -0.106335, p-value = 1.16E-7; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443567,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: hur1-delta (GI score = -0.109772, p-value = 0.00653; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443568,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: hur1-delta (GI score = -0.109772, p-value = 0.00653; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443569,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: lsm1-delta (GI score = -0.155564, p-value = 0.00000358; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443570,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: lsm1-delta (GI score = -0.155564, p-value = 0.00000358; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443571,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: cbf1-delta (GI score = -0.11884, p-value = 0.0296; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443572,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: cbf1-delta (GI score = -0.11884, p-value = 0.0296; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443573,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: ykl069w-delta (GI score = -0.141163, p-value = 0.0142; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443574,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: ykl069w-delta (GI score = -0.141163, p-value = 0.0142; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443575,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: vps51-delta (GI score = -0.12611, p-value = 0.00750; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443576,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: vps51-delta (GI score = -0.12611, p-value = 0.00750; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443577,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: lip5-delta (GI score = -0.200338, p-value = 0.0314; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443578,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: eaf3-delta+rco1-delta; Array allele name: lip5-delta (GI score = -0.200338, p-value = 0.0314; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443579,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: swc3-delta (GI score = -0.181418, p-value = 0.00903; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443580,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: swc3-delta (GI score = -0.181418, p-value = 0.00903; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443581,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: cks1-35 (GI score = -0.161858, p-value = 0.0154; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443582,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: cks1-35 (GI score = -0.161858, p-value = 0.0154; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443583,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: aim4-delta (GI score = -0.163855, p-value = 0.0241; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443584,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: aim4-delta (GI score = -0.163855, p-value = 0.0241; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443585,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: mix14-delta (GI score = -0.100841, p-value = 0.0295; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443586,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: mix14-delta (GI score = -0.100841, p-value = 0.0295; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2443587,genetic,Kuzmin E (2018),PUBMED:29674565,"Trigenic interaction: Query allele name: uba3-delta+hpa2-delta; Array allele name: trm1-delta (GI score = -0.11607, p-value = 0.0450; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
