BioGRID ID,Experimental System Type,Author,Publication Source,Qualifications,Organism
154507,genetic,Balciunas D (1999),PUBMED:10628841,Gis1 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis1 can rescue growth in an snf1/mig1/gis4 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154508,genetic,Balciunas D (1999),PUBMED:10628841,Gis1 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis1 can rescue growth in an snf1/mig1/gis4 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154509,genetic,Balciunas D (1999),PUBMED:10628841,Gis2 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis2 can rescue growth in an snf1/mig1/gis4 triple mutant|Overexpression of Gis2 can rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154510,genetic,Balciunas D (1999),PUBMED:10628841,Gis2 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis2 can rescue growth in an snf1/mig1/gis4 triple mutant|Overexpression of Gis2 can rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154511,genetic,Balciunas D (1999),PUBMED:10628841,Gis3 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis3 can rescue growth in an snf1/mig1/gis4 triple mutant|Overexpression of Gis3 can rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154512,genetic,Balciunas D (1999),PUBMED:10628841,Gis4 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis4 can partially rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
154954,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of PDE2 can rescue growth in an snf1/mig1/gis4 triple mutant|Pde2 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
154955,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of PDE2 can rescue growth in an snf1/mig1/gis4 triple mutant|Pde2 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
155210,genetic,Wijnen H (1999),PUBMED:10545447,genetic complex|overespression of RME1 can rescue lethality in a cln3/bck2/swi6 triple mutant|overexpression of RME1 rescues the lethality caused by G1 arrest in a bck2/cln3 double mutant,Saccharomyces cerevisiae (S288c)
155211,genetic,Wijnen H (1999),PUBMED:10545447,genetic complex|overespression of RME1 can rescue lethality in a cln3/bck2/swi6 triple mutant|overexpression of RME1 rescues the lethality caused by G1 arrest in a bck2/cln3 double mutant,Saccharomyces cerevisiae (S288c)
155212,genetic,Wijnen H (1999),PUBMED:10545447,genetic complex|overespression of RME1 can rescue lethality in a cln3/bck2/swi6 triple mutant|overexpression of RME1 rescues the temperature sensitivity of a swi4/swi6 mutant,Saccharomyces cerevisiae (S288c)
155393,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of SGE1 can partially rescue growth in an snf1/mig1/gis4 triple mutant|Sge1 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
155394,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of SGE1 can partially rescue growth in an snf1/mig1/gis4 triple mutant|Sge1 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
155824,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of Tub3 can partially rescue growth in an snf1/mig1/gis4 triple mutant|Tub3 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
155825,genetic,Balciunas D (1999),PUBMED:10628841,Overexpression of Tub3 can partially rescue growth in an snf1/mig1/gis4 triple mutant|Tub3 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|genetic complex,Saccharomyces cerevisiae (S288c)
155972,genetic,Balciunas D (1999),PUBMED:10628841,Gis3 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis3 can rescue growth in an snf1/mig1/gis4 triple mutant|Overexpression of Gis3 can rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
155986,genetic,Balciunas D (1999),PUBMED:10628841,Gis4 rescues the growth of an Snf1/Mig1/Srb11 triple mutant on galactose|Overexpression of Gis4 can partially rescue growth in an snf1/mig1/pde2 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
157370,genetic,Dubacq C (2004),PUBMED:14993292,genetic complex|sip1/sip2/gal83 triple mutants show increased sensitivity to HU (CID 3657 CHEBI 44423),Saccharomyces cerevisiae (S288c)
157371,genetic,Dubacq C (2004),PUBMED:14993292,genetic complex|sip1/sip2/gal83 triple mutants show increased sensitivity to HU (CID 3657 CHEBI 44423),Saccharomyces cerevisiae (S288c)
157374,genetic,Dubacq C (2004),PUBMED:14993292,genetic complex|sip1/sip2/gal83 triple mutants show increased sensitivity to HU (CID 3657 CHEBI 44423),Saccharomyces cerevisiae (S288c)
157890,genetic,Parent SA (1993),PUBMED:7510323,Fks1/Cna1/Cna2 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
157891,genetic,Parent SA (1993),PUBMED:7510323,Fks1/Cna1/Cna2 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
158300,genetic,Gray JV (1997),PUBMED:9305635,cln1/cln2/mpk1 triple mutants are lethal|genetic complex,Saccharomyces cerevisiae (S288c)
158301,genetic,Gray JV (1997),PUBMED:9305635,cln1/cln2/mpk1 triple mutants are lethal|genetic complex,Saccharomyces cerevisiae (S288c)
158312,genetic,Kaeberlein M (2002),PUBMED:11805047,genetic complex|mpt5/ccr4/ssd1 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
158456,genetic,Rottensteiner H (2003),PUBMED:14517338,genetic complex|pex11 pex25 pex27 triple mutant|pex11 pex25 pex27 triple mutant is synthetic lethal in the presence of oleic acid,Saccharomyces cerevisiae (S288c)
158457,genetic,Rottensteiner H (2003),PUBMED:14517338,genetic complex|pex11 pex25 pex27 triple mutant|pex11 pex25 pex27 triple mutant is synthetic lethal in the presence of oleic acid,Saccharomyces cerevisiae (S288c)
158458,genetic,Rottensteiner H (2003),PUBMED:14517338,genetic complex|pex11 pex25 pex27 triple mutant|pex11 pex25 pex27 triple mutant is synthetic lethal in the presence of oleic acid,Saccharomyces cerevisiae (S288c)
158963,genetic,Posas F (1998),PUBMED:9742096,SSK2/SSK22/STE50 triple mutants are unable to grow on medium containing sorbitol|genetic complex,Saccharomyces cerevisiae (S288c)
158964,genetic,Posas F (1998),PUBMED:9742096,SSK2/SSK22/STE50 triple mutants are unable to grow on medium containing sorbitol|genetic complex,Saccharomyces cerevisiae (S288c)
159071,genetic,Schueller C (2004),PUBMED:14617816,WAR1/MSN2/MSN4 triple mutants are synthetic lethal|genetic complex|in msn4 background,Saccharomyces cerevisiae (S288c)
159072,genetic,Schueller C (2004),PUBMED:14617816,WAR1/MSN2/MSN4 triple mutants are synthetic lethal|genetic complex|in msn2 background,Saccharomyces cerevisiae (S288c)
159306,genetic,Lin FC (1995),PUBMED:7796803,genetic complex|mutation of cdc28 decreases sensitivity to hydroxyurea in a pph21 mutant|mutation of cdc28 rescues the growth defects in a pph21/pph22/mih1 triple mutant,Saccharomyces cerevisiae (S288c)
159913,genetic,Reinders A (1998),PUBMED:9744870,deletion of Rim15 rescues spore viability in a tpk1/tpk2/tpk3 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
159914,genetic,Reinders A (1998),PUBMED:9744870,deletion of Rim15 rescues spore viability in a tpk1/tpk2/tpk3 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
159915,genetic,Reinders A (1998),PUBMED:9744870,deletion of Rim15 rescues spore viability in a tpk1/tpk2/tpk3 triple mutant|genetic complex,Saccharomyces cerevisiae (S288c)
160689,genetic,Horecka J (1996),PUBMED:8913737,far3/cln1/cln2 triple mutants are sensitive to G1 arrest caused by overexpression of Ste4|genetic complex,Saccharomyces cerevisiae (S288c)
160690,genetic,Horecka J (1996),PUBMED:8913737,far3/cln1/cln2 triple mutants are sensitive to G1 arrest caused by overexpression of Ste4|genetic complex,Saccharomyces cerevisiae (S288c)
160850,genetic,Schneider BL (1996),PUBMED:8614808,Deletion of SIC1 rescues the inviability of cln1 cln2 cln3 triple mutants,Saccharomyces cerevisiae (S288c)
161007,genetic,Kamieniecki RJ (2000),PUBMED:11050386,A spo13 mutation can bypass the sporulation defect of the slk19spo11 double mutants (triple mutant forms dyads with high spore viability,Saccharomyces cerevisiae (S288c)
161034,genetic,Ma JL (2003),PUBMED:14612421,rad1 yku70 rad52 triple mutant more sensitive to gamma irradiation than yku70 rad52 mutant,Saccharomyces cerevisiae (S288c)
161252,genetic,Santos B (2000),PUBMED:10679005,"observed in sbe22 deletion mutant background, i.e. sbe2 sbe22 chs5 triple mutant shows a synthetic growth defect",Saccharomyces cerevisiae (S288c)
161253,genetic,Santos B (2000),PUBMED:10679005,"observed in sbe22 deletion mutant background, i.e. sbe2 sbe22 bck1 triple mutant shows a synthetic lethal interaction",Saccharomyces cerevisiae (S288c)
161255,genetic,Santos B (2000),PUBMED:10679005,sbe2 sbe22 cdc12-1 triple mutant shows a synthetic growth defect,Saccharomyces cerevisiae (S288c)
161341,genetic,Keszenman DJ (1992),PUBMED:1374375,triple mutant rad2 rad6 rad52,Saccharomyces cerevisiae (S288c)
161342,genetic,Keszenman DJ (1992),PUBMED:1374375,triple mutant rad24 rad6 rad52,Saccharomyces cerevisiae (S288c)
161343,genetic,Keszenman DJ (1992),PUBMED:1374375,triple mutant rad24 rad6 rad52,Saccharomyces cerevisiae (S288c)
161670,genetic,Hendricks CA (2002),PUBMED:12509287,rev3 mag1 rad4 triple mutant,Saccharomyces cerevisiae (S288c)
161671,genetic,Hendricks CA (2002),PUBMED:12509287,rev3 mag1 rad4 triple mutant,Saccharomyces cerevisiae (S288c)
161692,genetic,Chang HJ (2002),PUBMED:12242221,in hac1 cki1 sec14 triple mutant,Saccharomyces cerevisiae (S288c)
161693,genetic,Chang HJ (2002),PUBMED:12242221,in hac1 cki1 sec14 triple mutant,Saccharomyces cerevisiae (S288c)
161733,genetic,Huang D (1999),PUBMED:10588725,pho85 cln1 cln2 triple mutant inviable,Saccharomyces cerevisiae (S288c)
161734,genetic,Huang D (1999),PUBMED:10588725,pho85 cln1 cln2 triple mutant inviable,Saccharomyces cerevisiae (S288c)
161893,genetic,Dickinson JR (1998),PUBMED:9748245,pdc1 pdc5 pdc6 triple mutant,Saccharomyces cerevisiae (S288c)
161894,genetic,Dickinson JR (1998),PUBMED:9748245,pdc1 pdc5 pdc6 triple mutant,Saccharomyces cerevisiae (S288c)
161895,genetic,Dickinson JR (1998),PUBMED:9748245,pdc1 pdc5 pdc6 triple mutant,Saccharomyces cerevisiae (S288c)
161909,genetic,Mrsa V (1999),PUBMED:10407261,ccw5 ccw6 ccw7 triple mutant,Saccharomyces cerevisiae (S288c)
161910,genetic,Mrsa V (1999),PUBMED:10407261,ccw5 ccw6 ccw7 triple mutant,Saccharomyces cerevisiae (S288c)
162046,genetic,Georgakopoulos T (2001),PUBMED:11536337,ygr223c ypl100w yfr021w triple mutant,Saccharomyces cerevisiae (S288c)
162047,genetic,Georgakopoulos T (2001),PUBMED:11536337,ygr223c ypl100w yfr021w triple mutant,Saccharomyces cerevisiae (S288c)
162048,genetic,Georgakopoulos T (2001),PUBMED:11536337,ygr223c ypl100w yfr021w triple mutant,Saccharomyces cerevisiae (S288c)
162182,genetic,Eden A (2001),PUBMED:11341309,yhr208w bat2 ilv2 triple mutant,Saccharomyces cerevisiae (S288c)
162183,genetic,Eden A (2001),PUBMED:11341309,yhr208w bat2 ilv2 triple mutant,Saccharomyces cerevisiae (S288c)
162351,genetic,Bousquet-Antonelli C (2000),PUBMED:11030620,phenotypic enhancement seen in prp2 rat1 xrn1 triple mutant,Saccharomyces cerevisiae (S288c)
162352,genetic,Bousquet-Antonelli C (2000),PUBMED:11030620,phenotypic enhancement seen in prp2 rat1 xrn1 triple mutant,Saccharomyces cerevisiae (S288c)
162403,genetic,Jakubowski H (1988),PUBMED:3072477,ade4 yml022w aah1 triple mutants sporulate inefficiently at low density,Saccharomyces cerevisiae (S288c)
162404,genetic,Jakubowski H (1988),PUBMED:3072477,ade4 yml022w aah1 triple mutants sporulate inefficiently at low density,Saccharomyces cerevisiae (S288c)
162460,genetic,Stolz J (2003),PUBMED:12649274,tpn1 sno1 snz1 triple mutant inviable,Saccharomyces cerevisiae (S288c)
162461,genetic,Stolz J (2003),PUBMED:12649274,tpn1 sno1 snz1 triple mutant inviable,Saccharomyces cerevisiae (S288c)
162462,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162463,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162464,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162465,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162466,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162467,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,snz1 snz2 snz3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162468,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162469,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162470,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162471,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,s|sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162472,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162473,genetic,Rodriguez-Navarro S (2002),PUBMED:12271461,s|sno1 sno2 sno3 triple mutant sensitive to menadione,Saccharomyces cerevisiae (S288c)
162486,genetic,van den Hazel HB (1999),PUBMED:9890948,"Triple mutant pdr16, pdr5, yor1 is more sensitive against some drugs, e.g. ketoconazole and miconazole.",Saccharomyces cerevisiae (S288c)
162551,genetic,Lacefield S (2003),PUBMED:14573467,deletion of plp1 partially rescues benomyl (CID 28780 CHEBI 3015) supersensitivity in a pac10 or tub3 mutant|deletion of plp1 rescues a tub3/pac10/grr1 triple mutant|genetic complex|tub3 pac10 grr1 background,Saccharomyces cerevisiae (S288c)
162552,genetic,Lacefield S (2003),PUBMED:14573467,deletion of plp1 rescues a tub3/pac10/grr1 triple mutant|genetic complex|tub3 pac10 grr1 background,Saccharomyces cerevisiae (S288c)
162553,genetic,Lacefield S (2003),PUBMED:14573467,deletion of plp1 partially rescues benomyl (CID 28780 CHEBI 3015) supersensitivity in a pac10 or tub3 mutant|deletion of plp1 rescues a tub3/pac10/grr1 triple mutant|genetic complex|tub3 pac10 grr1 background,Saccharomyces cerevisiae (S288c)
162595,genetic,Maringele L (2004),PUBMED:15126386,exo1 yku80 mre11 triple mutant,Saccharomyces cerevisiae (S288c)
162596,genetic,Maringele L (2004),PUBMED:15126386,exo1 yku80 mre11 triple mutant,Saccharomyces cerevisiae (S288c)
162834,genetic,Fraschini R (2004),PUBMED:15146058,cla4-75 dma1 dma2 triple mutant is lethal at 37|dma1 dma2 cla4 combination is lethal at 25C,Saccharomyces cerevisiae (S288c)
162835,genetic,Fraschini R (2004),PUBMED:15146058,cla4-75 dma1 dma2 triple mutant is lethal at 37|dma1 dma2 cla4 combination is lethal at 25C,Saccharomyces cerevisiae (S288c)
162865,genetic,Parrish WR (2004),PUBMED:15169871,"Triple deletion of YMR1, SJL2, and SJL3 is lethal, rescued by a PI(3)P-targeted Sac1p domain chimera (GFP-Sac1DeltaC-FYVE(EEA1))",Saccharomyces cerevisiae (S288c)
162890,genetic,D'Amours D (2004),PUBMED:15137939,cdc15 spo12 bns1 triple mutant,Saccharomyces cerevisiae (S288c)
162891,genetic,D'Amours D (2004),PUBMED:15137939,cdc15 spo12 bns1 triple mutant,Saccharomyces cerevisiae (S288c)
162920,genetic,Horecka J (1996),PUBMED:8913737,far3/fus3/cln2 triple mutants show more resistance to alpha factor than double mutants,Saccharomyces cerevisiae (S288c)
162921,genetic,Horecka J (1996),PUBMED:8913737,far3/fus3/cln2 triple mutants show more resistance to alpha factor than double mutants,Saccharomyces cerevisiae (S288c)
163037,genetic,Zubko MK (2004),PUBMED:15454530,exo1 rad9 cdc13 triple mutant,Saccharomyces cerevisiae (S288c)
163038,genetic,Zubko MK (2004),PUBMED:15454530,exo1 rad9 cdc13 triple mutant,Saccharomyces cerevisiae (S288c)
163104,genetic,Kihara A (2004),PUBMED:15342785,dpl1 pdr5 rsb1 triple mutant,Saccharomyces cerevisiae (S288c)
163235,genetic,Krishnan V (2004),PUBMED:15574325,mec1 clb1 clb2 triple mutant,Saccharomyces cerevisiae (S288c)
163236,genetic,Krishnan V (2004),PUBMED:15574325,mec1 clb1 clb2 triple mutant,Saccharomyces cerevisiae (S288c)
163237,genetic,Krishnan V (2004),PUBMED:15574325,mec1 cin8 stu2 triple mutant,Saccharomyces cerevisiae (S288c)
163238,genetic,Krishnan V (2004),PUBMED:15574325,mec1 cin8 stu2 triple mutant,Saccharomyces cerevisiae (S288c)
163242,genetic,Clerici M (2004),PUBMED:15542824,mec1 rad53 chk1 triple mutant,Saccharomyces cerevisiae (S288c)
163243,genetic,Clerici M (2004),PUBMED:15542824,mec1 rad53 chk1 triple mutant,Saccharomyces cerevisiae (S288c)
163268,genetic,Pathak R (2004),PUBMED:15590836,in bck2 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163269,genetic,Pathak R (2004),PUBMED:15590836,in bck2 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163270,genetic,Pathak R (2004),PUBMED:15590836,in cln3 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163271,genetic,Pathak R (2004),PUBMED:15590836,in cln3 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163272,genetic,Pathak R (2004),PUBMED:15590836,in swi4 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163273,genetic,Pathak R (2004),PUBMED:15590836,in swi4 gid8 dcr2 triple mutant,Saccharomyces cerevisiae (S288c)
163370,genetic,Valachovic M (2004),PUBMED:15638242,erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
163371,genetic,Valachovic M (2004),PUBMED:15638242,erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
163418,genetic,Hung GC (2004),PUBMED:15358789,hsk1 hxk2 glk1 triple mutant,Saccharomyces cerevisiae (S288c)
163419,genetic,Hung GC (2004),PUBMED:15358789,hsk1 hxk2 glk1 triple mutant,Saccharomyces cerevisiae (S288c)
163421,genetic,Chen CZ (2005),PUBMED:16042556,The triple yip1 vps21 ypt52 mutant is inviable.|genetic complex,Saccharomyces cerevisiae (S288c)
163461,genetic,Shimazu M (2005),PUBMED:15572352,vba1 vba2 vba3 triple mutant,Saccharomyces cerevisiae (S288c)
163462,genetic,Shimazu M (2005),PUBMED:15572352,vba1 vba2 vba3 triple mutant,Saccharomyces cerevisiae (S288c)
163610,genetic,Gerst JE (1997),PUBMED:9195971,SNC1/SNC2/SEC17 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
163757,genetic,Zhao X (2005),PUBMED:15738391,mms21 mlp1 mlp2 triple mutant,Saccharomyces cerevisiae (S288c)
163758,genetic,Zhao X (2005),PUBMED:15738391,mms21 mlp1 mlp2 triple mutant,Saccharomyces cerevisiae (S288c)
163759,genetic,Zhao X (2005),PUBMED:15738391,nse1 mlp1 mlp2 triple mutant,Saccharomyces cerevisiae (S288c)
163760,genetic,Zhao X (2005),PUBMED:15738391,nse1 mlp1 mlp2 triple mutant,Saccharomyces cerevisiae (S288c)
163822,genetic,Huang ME (2005),PUBMED:15749020,OGG1/MSH6/TSA1 triple mutants show increased mutation frequency compared to MSH6/TSA1 double mutants,Saccharomyces cerevisiae (S288c)
164035,genetic,Walsh L (2005),PUBMED:15985442,Synthetic effect shown in the pdr5 snq2 yor1 triple mutant.,Saccharomyces cerevisiae (S288c)
164036,genetic,Walsh L (2005),PUBMED:15985442,Synthetic effect shown in the pdr5 snq2 yor1 triple mutant.,Saccharomyces cerevisiae (S288c)
164164,genetic,Chen CZ (2005),PUBMED:16042556,The triple yip1 vps21 ypt52 mutant is inviable.|genetic complex,Saccharomyces cerevisiae (S288c)
164193,genetic,Schweitzer K (2005),PUBMED:15942932,grr1 mutant phenotypes are suppressed in a cln1 cln2 grr1 triple mutant.,Saccharomyces cerevisiae (S288c)
164194,genetic,Schweitzer K (2005),PUBMED:15942932,grr1 mutant phenotypes are suppressed in a cln1 cln2 grr1 triple mutant.,Saccharomyces cerevisiae (S288c)
164233,genetic,Watanabe R (2002),PUBMED:12393888,"In the lcb1 lcb3 ysr3 triple mutant, GPI-anchored protein transport is no longer rescued by addition of D-erythro-DHS",Saccharomyces cerevisiae (S288c)
164234,genetic,Watanabe R (2002),PUBMED:12393888,"In the lcb1 lcb3 ysr3 triple mutant, GPI-anchored protein transport is no longer rescued by addition of D-erythro-DHS",Saccharomyces cerevisiae (S288c)
164300,genetic,Flom G (2006),PUBMED:16219779,HSP82/HSC82/STI1 triple mutants are synthetic lethal at high temperatures,Saccharomyces cerevisiae (S288c)
164370,genetic,Biswas D (2006),PUBMED:16272410,mot1 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164371,genetic,Biswas D (2006),PUBMED:16272410,mot1 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164373,genetic,Biswas D (2006),PUBMED:16272410,ccr4 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164374,genetic,Biswas D (2006),PUBMED:16272410,ccr4 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164375,genetic,Biswas D (2006),PUBMED:16272410,not5 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164376,genetic,Biswas D (2006),PUBMED:16272410,not5 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164377,genetic,Biswas D (2006),PUBMED:16272410,not4 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164378,genetic,Biswas D (2006),PUBMED:16272410,not4 nhp6a nhp6b triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164390,genetic,Redon C (2006),PUBMED:16219777,csm3 mrc1 rad9 triple mutants are lethal|genetic complex|mrc1 rad9 csm3 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164391,genetic,Redon C (2006),PUBMED:16219777,csm3 mrc1 rad9 triple mutants are lethal|genetic complex|mrc1 rad9 csm3 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164392,genetic,Redon C (2006),PUBMED:16219777,H2A/rad9/mrc1 mutants are lethal|genetic complex|mrc1 rad9 csm3 triple mutants are lethal|mrc1 rad9 tof1 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164393,genetic,Redon C (2006),PUBMED:16219777,genetic complex|mrc1 rad9 tof1 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164394,genetic,Redon C (2006),PUBMED:16219777,genetic complex|mrc1 rad9 tof1 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
164486,genetic,Maresova L (2005),PUBMED:15659172,kha1 trk1 trk2 triple mutant,Saccharomyces cerevisiae (S288c)
164487,genetic,Maresova L (2005),PUBMED:15659172,kha1 trk1 trk2 triple mutant,Saccharomyces cerevisiae (S288c)
164488,genetic,Maresova L (2005),PUBMED:15659172,kha1 ena1 nha1 triple mutant,Saccharomyces cerevisiae (S288c)
164489,genetic,Maresova L (2005),PUBMED:15659172,kha1 ena1 nha1 triple mutant,Saccharomyces cerevisiae (S288c)
164490,genetic,Maresova L (2005),PUBMED:15659172,nhx1 ena1 nha1 triple mutant,Saccharomyces cerevisiae (S288c)
164512,genetic,Koeffel R (2005),PUBMED:15713625,TGL1/YEH1/YEH2 triple mutants show an increased build up of esters,Saccharomyces cerevisiae (S288c)
164513,genetic,Koeffel R (2005),PUBMED:15713625,TGL1/YEH1/YEH2 triple mutants show an increased build up of esters,Saccharomyces cerevisiae (S288c)
196402,genetic,Valachovic M (2006),PUBMED:16702413,erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196403,genetic,Valachovic M (2006),PUBMED:16702413,erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196404,genetic,Valachovic M (2006),PUBMED:16702413,erg28 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196405,genetic,Valachovic M (2006),PUBMED:16702413,erg28 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196406,genetic,Valachovic M (2006),PUBMED:16702413,hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196407,genetic,Valachovic M (2006),PUBMED:16702413,hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196408,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196409,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196410,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196411,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196413,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196414,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196415,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196416,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196417,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196418,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196419,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196421,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196422,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
